text,label,roberta,roberta_score,input_length,gpt2,gpt2_score
#Butterball Turkey Shareholder Investigated for Ties to #Hezbollah  #terrorist #pig #revokecitizenship,neutral,negative,0.7896556854248047,102,negative,0.4877304136753082
Avail #service of an #Immigration #Consultant for Immigrationhttps://t.co/fZeCbmWhxc,neutral,neutral,0.8554122447967529,84,positive,0.9999984502792358
Saakashvili followed Savchenko has passed a drug test live: #news #Russia,neutral,neutral,0.9254723191261292,73,positive,0.9944674968719482
"The @user host Atlanta tonight. Don't be the fan who shows up at halftime, the game tips at 6p.",neutral,neutral,0.8416004776954651,95,positive,0.9999960660934448
The crazy thing is so many white leftists believe this bullshit,negative,negative,0.8804388046264648,63,negative,0.9999767541885376
Was Muhammad Ali A Prophet Or A Phony?CLICK HERE #IsraelunitedinChrist #Israel #Israelites #Blacktwitter,neutral,neutral,0.8937891721725464,104,neutral,0.9967807531356812
"Jill's supporters, they report more fake new reports. I feel it is to destroy credit if anything is there w/Soros",negative,negative,0.8127495646476746,113,negative,0.9991068243980408
RIP castro the Hero.and fuck liberals ✌,negative,negative,0.8777788877487183,39,neutral,0.999036431312561
One thing I can't stand is this anti-Japan Korean slimy NGO Human Rights Watch funded by George Soros exploits Hiro…,negative,negative,0.9213775396347046,116,neutral,0.8165480494499207
"@user says ""In 2007 The #UnitedStates of #America voted the wrong way on genocide in the #UnitedNations """,neutral,negative,0.7705134749412537,105,positive,0.9998598098754883
Apple nabs obscene share of smartphone profit thanks to Samsung's Note 7 debacle - MarketWatch | #galaxyNote7 #Not…,negative,negative,0.5140593647956848,115,positive,0.9999994039535522
Fracking Banned in City of Frostburg Through Existing Legislation – The Bottom Line News,neutral,neutral,0.7513670325279236,88,neutral,0.9999061822891235
I think my boss and her family just won the #mannequinchallenge.,positive,positive,0.6505275964736938,64,neutral,0.9997923970222473
I think @user character on #ThisIsUs is probably one of the best dads ever on a tv show.,positive,positive,0.9849441647529602,88,positive,0.9999822378158569
Y'all are surprised Kanye's brain broke?! David Blaine is a fucking DEMON YO!!!,negative,negative,0.9368133544921875,79,negative,0.9998503923416138
"""Kim Fatty the Third""",negative,neutral,0.8497322797775269,21,neutral,0.9377093315124512
The defense of the US elections from the Obama Admin came amidst hacking fears & allegations of hacking from Russi…,neutral,neutral,0.5595427751541138,115,neutral,0.9999784231185913
Actually bWAR does an adjustment for defense I think. Not a very good one. That was the essence of the Verlander/Porcello debate.,negative,negative,0.7245645523071289,129,negative,0.7224227786064148
"Ethics by Nielsen ratings! Was there already a @user episode about this, or am I thinking The Running Man?…",neutral,neutral,0.8687477111816406,107,positive,0.9999929666519165
"When I'm in public and pull a pair of underwear out of my sweatshirt sleeve, I can't help but feel like David Blaine. #magic #static",positive,positive,0.7240192294120789,132,positive,0.7718260288238525
My new pet#thewalkingdead,positive,positive,0.7351498603820801,25,neutral,0.5788266658782959
@user @user not only did he not say it. It was hard enough for american born people to avoid illegal voter suppression to vote,negative,negative,0.7129369378089905,126,negative,0.9565602540969849
I love my Cubs!,positive,positive,0.9790094494819641,15,positive,0.9999995231628418
"All plots to kill Hitler came from Rightists: von Stauffenberg, Rommel...",neutral,negative,0.6233773827552795,73,neutral,0.9996727705001831
@user @user @user @user @user ummm vaccines have avoided over 700000 deaths since the nineties...,positive,neutral,0.6216177344322205,97,positive,0.9999992847442627
That's beautiful ❤ #BeautyAndTheBeast,positive,positive,0.9859517812728882,37,positive,0.9999997615814209
#RaulCastro: #Cuban #government will not #allow to be named after #Fidel the street and put him monuments…,neutral,negative,0.6180374026298523,106,neutral,0.9800831079483032
Microsoft HoloLens just pulled off a mixed reality #MannequinChallenge. #htcive #baofeng #psvr,neutral,positive,0.5793975591659546,94,neutral,0.829993724822998
"Potential for inhalable vaccines for influenza, pneumonia, with new approach",neutral,neutral,0.6388201713562012,76,positive,0.9988823533058167
Our own #MannequinChallenge @user @user @user thank you Studio Halloum .FULL VERSION ON FACEBO…,positive,positive,0.9140962362289429,95,positive,0.9999988079071045
@user Liberals having no knowledge of who their speaking to parroting what @user tells them. Here's what you…,negative,negative,0.793908417224884,109,positive,0.9999685287475586
@user @user put an embargo on FRANCE like you do other countries like Cuba,negative,negative,0.5927473306655884,74,positive,0.9995108842849731
"You got nothing to loose except your Retirement, SS, Medicare, Pensions, Healthcare, the right to vote. They voted GOP, need Mental Health",negative,negative,0.6367677450180054,138,negative,0.861325204372406
Arm urselves becuz no 1 else here will save u.My 71yo dark-skinned nonwhite mom's new gun 2 be ready 4 pick up on…,negative,neutral,0.5514007210731506,114,neutral,0.9984704852104187
That Westworld finale was so good! Hoping we don't have to wait too long for Season 2...,positive,positive,0.980176568031311,88,positive,0.9999986886978149
#DnvrPolitics Minimum Wage,neutral,neutral,0.8147966265678406,26,neutral,0.997361958026886
1.  Emily Gilmore2.  Sookie3.  Lane's mother4.  Miss Patty #GilmoreGirlsTop4,neutral,neutral,0.8457191586494446,76,neutral,0.9999499320983887
#Capture #ISIS  #Militants By #IraqiArmy Seen What Happened Next #Russia #USA #Syria #SyrianArmy #America,neutral,negative,0.6522147059440613,105,neutral,0.9999833106994629
Late to this but incredible Trump/Bannon insight in this piece by @user via @user,positive,positive,0.7470130324363708,81,positive,0.9965918064117432
"@user @user Little early for valentines, but I'll take it! <3",positive,positive,0.9234515428543091,61,positive,0.9999988079071045
Do you think Michelle Obama wanted to smack Melania Trump for plagiarizing her convention speech? She has the arms for it.,neutral,neutral,0.6620518565177917,122,negative,0.999749481678009
Finally time to see #FantasticBeasts! Going with my dad cuz he loves #HarryPotter magic too and is the only series he's read in print 😍😍,positive,positive,0.9848045110702515,136,positive,0.9917130470275879
"""Fatty Kim The Third"" 😭😭😭",neutral,neutral,0.4862523078918457,25,neutral,0.9789870381355286
"Is #Ukraine headed for another revolution? #Saakashvili who resigned the Kiev govt because of corruption, thinks yes",neutral,negative,0.7245911359786987,116,neutral,0.9855149984359741
@user Happy Thanksgiving!,positive,positive,0.9821658730506897,25,positive,0.9999985694885254
@user @user @user pesky nukes. Don't forget Trump skirted embargo in Cuba. Sad!,negative,negative,0.8666839599609375,79,positive,0.9999988079071045
@user @user that's dumb... the American ones do not handle the terrain as well,negative,negative,0.8943604230880737,78,positive,0.9991307854652405
first date dream: take me to an anti-trump protest,negative,neutral,0.7284694910049438,50,neutral,0.9939355254173279
Universal car mobile phone holder stand windshield mount holder for xiaomi note iphone 4s,neutral,neutral,0.6514167189598083,89,positive,0.9991067051887512
@user investigate a presidential transition.?  You really are a partisan hack.,negative,negative,0.9256824254989624,78,positive,0.9999732971191406
@user I would ask Verlander about that but he's blocked me I think,neutral,neutral,0.7405521273612976,66,positive,0.9999797344207764
But remember the Clinton Foundation??,neutral,neutral,0.7272695899009705,37,neutral,0.9843591451644897
Jill STEIN WHY YOU DO ME A FAVOR GO RECOUNT FIDEL CASTRO S  BALLS,negative,neutral,0.5840623378753662,65,negative,0.9999991655349731
@user @user @user @user @user Honestly? Current day short haired 80s power businesswoman Megyn. So fine.,positive,positive,0.9061704874038696,104,positive,0.9999988079071045
@user Grayson Allen is a better fit for you guys,positive,neutral,0.6404725909233093,48,positive,1.0
"#tech #summary:  #tesla  #model s can be located,  #un #locked,  #stolen by manipulating  #tesla  #apps",negative,neutral,0.8074599504470825,103,neutral,0.999427318572998
😂😂😂😂 I was about to say shimmy Duncan because of tim Duncan but it ain't sound right,neutral,negative,0.5360386371612549,84,neutral,0.9967014193534851
Thanksgiving was great and now today is second thanksgiving for me and my fam!,positive,positive,0.9835741519927979,78,positive,0.999988317489624
Black firday saleHead commissionsPersona 5 HUD commissions (best if you get both for $2 extra),neutral,neutral,0.562725841999054,94,positive,0.997369647026062
Lauren Graham Responds To Lin-Manuel Miranda's 'Gilmore Girls' tweet - beautiful!@fallonthornley @user,neutral,positive,0.8648648858070374,102,positive,0.9999988079071045
Join me in supporting Foster Campbell via @user #UniteBlue #LibCrib,neutral,positive,0.6756782531738281,67,positive,0.9999326467514038
Cristiano Ronaldo Workout Routine and Diet Plan,neutral,neutral,0.9220163226127625,47,neutral,0.9999024868011475
James Harden is better than Cristiano Ronaldo,neutral,positive,0.5952776670455933,45,positive,0.9997615218162537
Why it's time for a rethink on flu vaccination #Immune System - Vaccines @user,neutral,neutral,0.9120128750801086,78,negative,0.9990774393081665
( melania trump voice ) hello.,neutral,neutral,0.8062602281570435,30,neutral,0.9400307536125183
@user The effects of voter suppression were likely greater than both.,neutral,negative,0.667358934879303,69,positive,0.9999886751174927
@user @user well traditionally we don't vote rightists into power. And are too fragmented to elect a trump or modi,negative,negative,0.4925747513771057,114,positive,0.9999982118606567
"#TrumpTransitionTeam ""Everyone who knows won't talk. Everyone who's talking doesn't know."" #TrueStory #MAGA",neutral,neutral,0.4979843497276306,107,positive,0.5777685642242432
#GilmoreGirlsTop4 4. Sookie 3. Michel 2. Lane 1. Jess (I know what I'm doing at 12:01am),neutral,neutral,0.8883451819419861,88,positive,0.9999641180038452
@user @user insurance from 298 to 1300 month. She said tax hikes; he said tax cuts. Lota friends jobless. Dems had their chance.,negative,negative,0.82803875207901,128,positive,0.8896123170852661
Im still trying to get over Leonard Cohen dying. He was fucking awesome.,positive,positive,0.5457793474197388,72,positive,0.9994457364082336
"@user they are, i can't even wear them more than a day. & Revlon does animal testing. Any other brands?",negative,negative,0.8036960363388062,103,positive,0.9251924753189087
Nikki Haley’s family In India Cheer Her Appointment As UN Envoy #nikkkihaley #unenvoy #unitednations #donaldtrump,positive,neutral,0.8142285346984863,113,positive,0.9989914298057556
Am apreciat un videoclip pe @user Cristiano Ronaldo ► Magic Goals 2016/17 Skills & Goals |HD|,neutral,positive,0.5975418090820312,93,positive,0.9701064229011536
Spider-Man: Top 5 Actors To Play Kraven The Hunter -,neutral,neutral,0.7019497752189636,52,neutral,0.9898530840873718
Chinese scientists convert infectious viruses into live vaccines to tackle deadly viruses,positive,neutral,0.5696378350257874,89,neutral,0.6202831864356995
"68,000 Iraqis displaced from #MosulOffensive: #UN via @user",neutral,negative,0.5744411945343018,59,positive,0.9729649424552917
The latest Earth Echos Daily! Thanks to @user #yemen #archives,positive,positive,0.83050936460495,62,positive,0.9999980926513672
My Grandmother would kill the #mannequinchallenge....she's dead #RIP,negative,negative,0.8914967179298401,68,neutral,0.9998906850814819
(There's a better chance of Logan Verrett winning a Cy Young than there is of me ever wanting my family to do  the mannequin challenge),neutral,neutral,0.47669345140457153,135,positive,0.969308614730835
@user and this is the news for Sunday. Tax returns? Visit to Cuba during an embargo. Conversations with Putin Taiwan I hope they all,neutral,neutral,0.7079765200614929,132,positive,0.9994069337844849
Scientists Are Beginning to Figure Out Why Conservatives Are…Conservative,neutral,neutral,0.8112019896507263,73,negative,0.999984860420227
"I'm thankful for all of the nasty women, bad hombres and various other sub groups fighting for my rights and the...",positive,positive,0.3611709177494049,115,negative,0.9690073132514954
@user D.Rose taking a page out of Tim Duncan's book off the glass in the clutch #KNICKSonMSG,neutral,neutral,0.7478093504905701,92,positive,0.9999998807907104
@user nasty and offensive - assumes a foreigner DID take a local job...and says nothing about failure to enforce minimum wage,negative,negative,0.9112594723701477,125,positive,0.9994062185287476
Donnie is gonna deport the Menendez Brothers right away. BAD HOMBRES!,negative,negative,0.915343701839447,69,neutral,0.9996317625045776
Still reading #SettleForMore @user #fridayreads,neutral,neutral,0.7972065210342407,47,positive,0.9999717473983765
#Chocolate cupcake #candle melting with its sweet candied #aroma is a treat for this #Christmas…,positive,positive,0.9518568515777588,96,negative,0.9996724128723145
Is this leaf ?Can I eat ?Open the leaf!Oh! This is SUSHI.In NARA.#foodie #Thanksgiving #WorldFoodDay…,neutral,positive,0.6648613214492798,101,negative,0.9995484948158264
"""We have lost everything"": Syrians return to ravaged Aleppo, @user reports. by #AP via @user",neutral,negative,0.7519545555114746,92,positive,0.9942440390586853
